-4.23077; -3.57143
-4.23077; -3.57143
-4.23077; -3.57143
-4.23077; -3.57143
-3.46154; -2.14286
-3.46154; -2.14286
-3.46154; -2.14286
-3.46154; -2.14286
-2.69231; -0.714286
-2.69231; -0.714286
-2.69231; -0.714286
-2.69231; -0.714286
-1.92308; 0.714286
-1.92308; 0.714286
-1.92308; 0.714286
-1.92308; 0.714286
-1.15385; 2.14286
-1.15385; 2.14286
-1.15385; 2.14286
-1.15385; 2.14286
1.15385; -3.36735
1.15385; -3.36735
1.15385; -3.36735
1.15385; -3.36735
1.92308; -1.93878
1.92308; -1.93878
1.92308; -1.93878
1.92308; -1.93878
2.69231; -0.510204
2.69231; -0.510204
2.69231; -0.510204
2.69231; -0.510204
3.46154; 0.918367
3.46154; 0.918367
3.46154; 0.918367
3.46154; 0.918367
4.23077; 2.34694
4.23077; 2.34694
4.23077; 2.34694
4.23077; 2.34694
-4.94083; 3.77551
-4.94083; 3.77551
-4.94083; 3.77551
-4.94083; 3.77551
-4.1716; -4.59184
-4.1716; -4.59184
-4.1716; -4.59184
-4.1716; -4.59184
-3.40237; -3.16327
-3.40237; -3.16327
-3.40237; -3.16327
-3.40237; -3.16327
-2.63314; -1.73469
-2.63314; -1.73469
-2.63314; -1.73469
-2.63314; -1.73469
-1.86391; -0.306122
-1.86391; -0.306122
-1.86391; -0.306122
-1.86391; -0.306122
-1.09467; 1.12245
-1.09467; 1.12245
-1.09467; 1.12245
-1.09467; 1.12245
-0.325444; 2.55102
-0.325444; 2.55102
-0.325444; 2.55102
-0.325444; 2.55102
1.21302; -4.38775
1.21302; -4.38775
1.21302; -4.38775
1.21302; -4.38775
1.98225; -2.95918
1.98225; -2.95918
1.98225; -2.95918
1.98225; -2.95918
2.75148; -1.53061
2.75148; -1.53061
2.75148; -1.53061
2.75148; -1.53061
3.52071; -0.102041
3.52071; -0.102041
3.52071; -0.102041
3.52071; -0.102041
4.28994; 1.32653
4.28994; 1.32653
4.28994; 1.32653
4.28994; 1.32653
-4.88166; 2.7551
-4.88166; 2.7551
-4.88166; 2.7551
-4.88166; 2.7551
-4.11243; 4.18367
-4.11243; 4.18367
-4.11243; 4.18367
-4.11243; 4.18367
-3.3432; -4.18367
-3.3432; -4.18367
-3.3432; -4.18367
-3.3432; -4.18367
-2.57396; -2.7551
-2.57396; -2.7551
-2.57396; -2.7551
-2.57396; -2.7551
-1.80473; -1.32653
-1.80473; -1.32653
-1.80473; -1.32653
-1.80473; -1.32653
-1.0355; 0.102041
-1.0355; 0.102041
-1.0355; 0.102041
-1.0355; 0.102041
0.502959; 2.95918
0.502959; 2.95918
0.502959; 2.95918
0.502959; 2.95918
2.04142; -3.97959
2.04142; -3.97959
2.04142; -3.97959
2.04142; -3.97959
2.81065; -2.55102
2.81065; -2.55102
2.81065; -2.55102
2.81065; -2.55102
3.57988; -1.12245
3.57988; -1.12245
3.57988; -1.12245
3.57988; -1.12245
4.34911; 0.306122
4.34911; 0.306122
4.34911; 0.306122
4.34911; 0.306122
-4.82248; 1.73469
-4.82248; 1.73469
-4.82248; 1.73469
-4.82248; 1.73469
-4.05325; 3.16327
-4.05325; 3.16327
-4.05325; 3.16327
-4.05325; 3.16327
-3.28402; 4.59184
-3.28402; 4.59184
-3.28402; 4.59184
-3.28402; 4.59184
-2.51479; -3.77551
-2.51479; -3.77551
-2.51479; -3.77551
-2.51479; -3.77551
-1.74556; -2.34694
-1.74556; -2.34694
-1.74556; -2.34694
-1.74556; -2.34694
2.10059; 4.79592
2.10059; 4.79592
2.10059; 4.79592
2.10059; 4.79592
2.86982; -4.97085
2.86982; -4.97085
2.86982; -4.97085
2.86982; -4.97085
3.63905; -3.54227
3.63905; -3.54227
3.63905; -3.54227
3.63905; -3.54227
4.40828; -2.1137
4.40828; -2.1137
4.40828; -2.1137
4.40828; -2.1137
-4.76331; -0.685131
-4.76331; -0.685131
-4.76331; -0.685131
-4.76331; -0.685131
-3.99408; 0.743441
-3.99408; 0.743441
-3.99408; 0.743441
-3.99408; 0.743441
-3.22485; 2.17201
-3.22485; 2.17201
-3.22485; 2.17201
-3.22485; 2.17201
-2.45562; 3.60058
-2.45562; 3.60058
-2.45562; 3.60058
-2.45562; 3.60058
-1.68639; -4.76676
-1.68639; -4.76676
-1.68639; -4.76676
-1.68639; -4.76676
1.39053; 0.947522
1.39053; 0.947522
1.39053; 0.947522
1.39053; 0.947522
2.15976; 2.37609
2.15976; 2.37609
2.15976; 2.37609
2.15976; 2.37609
2.92899; 3.80466
2.92899; 3.80466
2.92899; 3.80466
2.92899; 3.80466
3.69823; -4.56268
3.69823; -4.56268
3.69823; -4.56268
3.69823; -4.56268
4.46746; -3.13411
4.46746; -3.13411
4.46746; -3.13411
4.46746; -3.13411
-4.70414; -1.70554
-4.70414; -1.70554
-4.70414; -1.70554
-4.70414; -1.70554
-3.93491; -0.276968
-3.93491; -0.276968
-3.93491; -0.276968
-3.93491; -0.276968
-3.16568; 1.1516
-3.16568; 1.1516
-3.16568; 1.1516
-3.16568; 1.1516
-2.39645; 2.58017
-2.39645; 2.58017
-2.39645; 2.58017
-2.39645; 2.58017
1.4497; -0.0728865
1.4497; -0.0728865
1.4497; -0.0728865
1.4497; -0.0728865
2.21894; 1.35569
2.21894; 1.35569
2.21894; 1.35569
2.21894; 1.35569
2.98817; 2.78426
2.98817; 2.78426
2.98817; 2.78426
2.98817; 2.78426
3.7574; 4.21283
3.7574; 4.21283
3.7574; 4.21283
3.7574; 4.21283
4.52663; -4.15452
4.52663; -4.15452
4.52663; -4.15452
4.52663; -4.15452
-4.64497; -2.72595
-4.64497; -2.72595
-4.64497; -2.72595
-4.64497; -2.72595
-3.87574; -1.29738
-3.87574; -1.29738
-3.87574; -1.29738
-3.87574; -1.29738
-3.10651; 0.131195
-3.10651; 0.131195
-3.10651; 0.131195
-3.10651; 0.131195
-2.33728; 1.55977
-2.33728; 1.55977
-2.33728; 1.55977
-2.33728; 1.55977
-1.56805; 2.98834
-1.56805; 2.98834
-1.56805; 2.98834
-1.56805; 2.98834
1.50888; -1.09329
1.50888; -1.09329
1.50888; -1.09329
1.50888; -1.09329
2.27811; 0.335277
2.27811; 0.335277
2.27811; 0.335277
2.27811; 0.335277
3.04734; 1.76385
